sex,age_cat,race,c_charge_degree,age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid
Male,25 - 45,African-American,F,29,4,0,0,0,1
Female,Greater than 45,Caucasian,M,59,0,0,0,0,0
Male,25 - 45,African-American,F,38,0,0,0,0,0
Female,Less than 25,Hispanic,F,22,2,0,0,0,1
Male,25 - 45,African-American,F,29,4,0,0,0,1
Male,25 - 45,Caucasian,M,27,1,0,0,0,1
Male,25 - 45,Hispanic,F,26,7,0,0,0,1
Male,Greater than 45,Hispanic,F,52,20,0,0,0,0
Male,Greater than 45,African-American,F,66,33,0,0,0,1
Male,25 - 45,Caucasian,F,27,2,0,0,0,0
Male,Greater than 45,Caucasian,M,51,1,0,0,0,0
Male,25 - 45,Caucasian,F,35,1,0,0,0,0
Male,25 - 45,African-American,F,26,1,0,0,0,0
Male,Greater than 45,Caucasian,M,52,4,0,0,0,0
Female,25 - 45,African-American,M,35,12,0,0,0,0
Male,Greater than 45,Other,F,48,12,0,0,0,0
Female,25 - 45,African-American,M,26,0,0,0,0,0
Female,Greater than 45,Caucasian,M,48,0,0,0,0,0
Male,25 - 45,Hispanic,M,30,7,0,0,0,0
Male,25 - 45,Other,M,28,2,0,0,0,0
Male,25 - 45,African-American,M,33,2,0,0,0,0
Female,25 - 45,African-American,F,34,6,0,0,0,0
Male,25 - 45,Other,M,25,0,0,0,0,0
Male,Greater than 45,African-American,F,59,10,0,0,0,1
Male,25 - 45,African-American,F,29,5,0,0,0,1
Male,Less than 25,Caucasian,F,24,0,0,0,0,0
Male,Greater than 45,Caucasian,F,48,1,0,0,0,1
Male,Greater than 45,African-American,M,55,0,0,0,0,1
Male,Greater than 45,African-American,M,52,4,0,0,0,0
Male,Less than 25,African-American,F,20,0,0,0,0,1
Male,25 - 45,Caucasian,F,25,4,0,0,0,1
Male,Less than 25,Caucasian,F,24,0,0,0,0,0
Male,Less than 25,Caucasian,M,23,0,0,0,0,0
Male,25 - 45,Caucasian,F,27,6,0,1,3,0
Male,25 - 45,African-American,M,25,1,0,1,0,1
Male,25 - 45,African-American,F,31,0,0,0,0,0
Male,25 - 45,African-American,F,25,6,0,1,0,1
Male,25 - 45,Caucasian,F,32,1,0,0,0,1
Male,Less than 25,Caucasian,F,21,0,0,0,0,1
Male,25 - 45,Other,F,37,1,0,0,0,0
Male,25 - 45,Caucasian,F,25,0,0,0,0,0
Male,25 - 45,Hispanic,F,32,20,1,1,0,0
Male,25 - 45,African-American,F,35,0,0,0,0,0
Male,25 - 45,African-American,F,42,14,0,0,0,1
Male,Less than 25,Caucasian,M,24,9,0,0,1,1
Male,Less than 25,Caucasian,F,22,6,1,0,4,1
Male,Less than 25,Hispanic,F,21,0,0,0,0,1
Male,Greater than 45,Caucasian,M,47,1,0,0,0,0
Male,25 - 45,African-American,F,27,5,0,0,0,1
Male,25 - 45,Hispanic,M,43,2,0,0,0,1
Male,Greater than 45,Caucasian,F,46,2,0,0,0,1
Male,25 - 45,African-American,M,44,1,0,0,0,0
Male,25 - 45,African-American,F,27,0,0,0,0,0
Male,Less than 25,Caucasian,F,23,2,0,0,0,0
Female,Greater than 45,Hispanic,F,50,1,0,0,0,0
Male,25 - 45,African-American,F,42,8,0,0,0,0
Male,Greater than 45,African-American,F,58,6,0,0,0,0
Male,25 - 45,African-American,F,26,3,0,0,1,0
Female,Greater than 45,Other,F,48,0,0,0,0,0
Male,25 - 45,African-American,F,39,3,0,0,0,1
Male,Less than 25,African-American,F,21,3,0,2,0,1
Male,Greater than 45,Caucasian,M,63,1,0,0,0,0
Male,Less than 25,African-American,F,22,3,0,1,0,1
Male,Greater than 45,African-American,M,50,3,0,0,0,0
Male,25 - 45,African-American,F,38,0,0,0,0,0
Male,25 - 45,Caucasian,F,41,1,0,0,0,0
Male,25 - 45,African-American,F,28,16,8,0,1,1
Female,25 - 45,African-American,M,30,0,0,0,0,0
Male,Less than 25,African-American,F,23,1,0,0,0,0
Male,25 - 45,Caucasian,F,25,2,0,0,0,1
Male,25 - 45,Caucasian,F,40,5,0,0,0,0
Male,Less than 25,Hispanic,F,24,8,0,0,0,0
Male,25 - 45,African-American,M,27,5,0,0,0,1
Male,25 - 45,Caucasian,M,44,11,0,0,0,0
Female,25 - 45,African-American,F,35,6,0,0,0,1
Male,25 - 45,Caucasian,M,42,0,0,0,0,0
Male,25 - 45,African-American,F,38,15,0,0,0,0
Male,25 - 45,Hispanic,F,26,4,0,0,0,0
Female,25 - 45,African-American,M,25,0,0,0,0,0
Male,Less than 25,Caucasian,F,24,1,0,0,0,0
Male,Greater than 45,Hispanic,F,64,1,0,0,0,0
Female,Greater than 45,Caucasian,M,49,2,0,0,0,1
Male,Greater than 45,Caucasian,F,50,5,0,0,0,1
Male,25 - 45,Caucasian,F,28,8,0,0,0,1
Male,Greater than 45,Caucasian,M,66,0,0,0,0,1
Female,Greater than 45,Caucasian,M,46,0,0,0,0,0
Male,25 - 45,African-American,F,30,5,0,0,1,1
Female,Less than 25,Caucasian,M,22,0,0,0,0,0
Male,Less than 25,Caucasian,M,23,1,0,0,0,0
Male,25 - 45,Other,M,30,0,0,0,0,1
Male,Less than 25,African-American,F,24,10,1,0,0,1
Male,25 - 45,Hispanic,M,31,0,0,0,0,0
Male,25 - 45,Other,F,31,1,0,0,0,0
Male,Less than 25,African-American,F,21,4,4,0,0,1
Male,25 - 45,African-American,F,28,4,0,0,0,0
Male,25 - 45,African-American,M,25,0,0,0,0,0
Female,Less than 25,Caucasian,F,21,0,0,0,0,0
Male,25 - 45,African-American,M,27,0,0,0,0,0
Male,Less than 25,Hispanic,M,20,0,0,0,0,1
Male,25 - 45,Hispanic,F,32,1,0,0,0,0
Female,Less than 25,Caucasian,F,24,0,0,0,1,0
Male,Less than 25,African-American,F,20,1,1,0,0,0
Male,25 - 45,African-American,M,31,3,0,0,0,1
Male,25 - 45,African-American,M,27,3,0,0,0,1
Male,Greater than 45,African-American,F,59,17,0,0,0,1
Male,25 - 45,African-American,F,40,0,0,0,0,0
Male,Less than 25,African-American,F,22,11,0,0,0,1
Female,25 - 45,African-American,F,38,1,0,0,0,0
Male,25 - 45,Hispanic,M,36,1,0,0,0,1
Male,25 - 45,African-American,M,30,1,0,0,0,0
Male,25 - 45,Caucasian,F,27,6,0,0,0,1
Male,25 - 45,African-American,M,43,1,0,0,0,0
Female,Greater than 45,Caucasian,M,59,0,0,0,0,0
Male,25 - 45,Caucasian,M,37,2,0,0,0,0
Male,25 - 45,African-American,M,28,5,0,0,0,1
Male,25 - 45,Caucasian,F,38,0,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,1,1
Male,25 - 45,Hispanic,M,43,1,0,0,0,0
Male,25 - 45,African-American,F,25,4,0,0,0,1
Male,Greater than 45,Caucasian,M,51,0,0,0,0,0
Male,25 - 45,Hispanic,F,30,6,0,0,0,1
Male,25 - 45,Caucasian,M,29,2,0,0,0,1
Male,25 - 45,African-American,F,28,10,0,0,0,0
Male,25 - 45,African-American,M,26,6,0,0,0,0
Male,Greater than 45,African-American,M,55,9,0,0,0,1
Female,Less than 25,Caucasian,F,23,3,0,0,0,0
Female,Less than 25,African-American,M,22,0,0,0,0,0
Female,Less than 25,Caucasian,F,19,2,0,0,0,1
Male,25 - 45,African-American,M,31,1,0,0,0,0
Male,25 - 45,African-American,M,29,0,0,0,0,0
Male,Greater than 45,African-American,F,61,15,0,0,0,1
Male,Less than 25,African-American,F,24,4,0,0,0,1
Male,25 - 45,Hispanic,M,31,0,0,0,0,0
Male,Less than 25,African-American,F,20,4,0,1,1,1
Male,25 - 45,Caucasian,F,26,3,0,0,0,1
Male,25 - 45,Caucasian,M,27,5,0,0,0,0
Male,25 - 45,Caucasian,F,25,1,0,0,0,0
Male,Less than 25,Caucasian,F,23,3,0,2,0,1
Male,25 - 45,African-American,F,38,0,0,0,0,0
Male,25 - 45,African-American,F,27,18,0,2,1,1
Female,25 - 45,Caucasian,F,35,0,0,0,0,1
Male,Less than 25,Other,F,22,0,0,0,0,0
Female,Greater than 45,African-American,F,58,4,0,0,0,1
Female,Greater than 45,Caucasian,M,57,0,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,1,0
Female,Less than 25,African-American,F,22,0,0,0,0,0
Male,25 - 45,African-American,F,30,0,0,0,0,0
Male,Less than 25,Caucasian,F,24,1,0,0,0,1
Male,Less than 25,Caucasian,F,22,2,0,0,0,1
Male,25 - 45,Caucasian,F,29,3,0,0,0,1
Male,25 - 45,African-American,F,30,8,0,0,0,1
Female,25 - 45,African-American,F,31,10,0,0,0,0
Female,Greater than 45,Caucasian,F,45,1,0,0,0,0
Male,Less than 25,African-American,F,23,4,0,0,0,0
Male,25 - 45,Caucasian,F,39,2,0,0,0,1
Male,25 - 45,African-American,F,31,0,0,0,0,1
Male,Less than 25,African-American,F,22,1,0,0,0,1
Female,25 - 45,African-American,F,27,9,0,0,0,1
Male,25 - 45,African-American,F,27,13,0,0,0,1
Male,25 - 45,Caucasian,F,38,1,0,0,0,1
Male,25 - 45,African-American,F,31,23,0,0,0,1
Male,Greater than 45,African-American,F,47,20,0,0,0,0
Male,Less than 25,African-American,F,22,3,0,1,0,0
Male,25 - 45,African-American,M,35,1,0,0,1,1
Male,Less than 25,Hispanic,M,23,2,0,0,0,1
Male,Greater than 45,African-American,M,65,2,0,0,0,1
Male,25 - 45,African-American,M,35,0,0,0,0,0
Female,25 - 45,African-American,F,33,0,0,0,0,0
Male,Greater than 45,Caucasian,M,53,1,0,0,0,0
Male,Greater than 45,Hispanic,F,52,0,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,0,0
Male,25 - 45,African-American,F,37,11,0,0,0,0
Male,25 - 45,Other,M,30,4,0,0,0,1
Male,25 - 45,Caucasian,F,33,5,0,0,0,0
Male,25 - 45,African-American,M,31,2,0,0,0,0
Male,Greater than 45,Other,F,54,0,0,0,0,0
Female,25 - 45,African-American,M,31,0,0,0,0,0
Female,Greater than 45,Caucasian,F,59,2,0,0,0,0
Male,25 - 45,African-American,M,27,0,0,0,0,0
Male,25 - 45,African-American,M,36,0,0,0,0,1
Male,Greater than 45,African-American,F,46,17,0,0,0,1
Male,Less than 25,African-American,F,22,3,0,0,1,0
Female,25 - 45,Caucasian,M,28,0,0,0,0,0
Female,25 - 45,Caucasian,F,34,15,0,0,1,1
Male,25 - 45,Hispanic,F,29,7,0,0,0,1
Male,Less than 25,African-American,M,23,2,0,0,1,1
Male,25 - 45,African-American,F,27,3,0,0,0,0
Male,Less than 25,Asian,F,21,0,0,0,1,1
Male,Greater than 45,Caucasian,F,48,3,0,0,0,1
Male,25 - 45,African-American,F,30,15,0,0,0,1
Female,25 - 45,African-American,F,32,2,0,0,0,0
Male,25 - 45,African-American,F,31,5,0,0,0,0
Male,25 - 45,African-American,M,36,4,0,1,0,0
Male,25 - 45,African-American,M,36,1,0,0,0,0
Male,25 - 45,African-American,F,44,14,0,0,0,1
Male,Greater than 45,Caucasian,F,53,2,0,0,0,0
Male,25 - 45,African-American,M,33,3,0,0,0,1
Male,Less than 25,African-American,F,21,2,1,0,0,0
Male,25 - 45,African-American,F,33,4,0,0,0,1
Male,Greater than 45,Caucasian,F,47,2,0,0,0,1
Male,Greater than 45,African-American,F,57,20,0,0,0,1
Male,25 - 45,African-American,M,28,2,0,0,0,0
Male,Less than 25,African-American,M,24,1,0,0,0,0
Male,25 - 45,African-American,F,44,1,0,0,0,0
Male,Greater than 45,African-American,F,46,0,0,0,0,0
Male,25 - 45,African-American,F,37,6,0,0,0,0
Male,25 - 45,African-American,M,26,10,0,0,0,1
Male,25 - 45,African-American,F,27,10,0,1,0,1
Male,25 - 45,Caucasian,F,40,1,0,0,0,0
Female,Greater than 45,Caucasian,F,60,9,0,0,0,1
Male,Greater than 45,Caucasian,F,53,1,0,0,0,0
Male,25 - 45,African-American,F,26,8,0,1,0,0
Male,25 - 45,African-American,F,28,0,0,0,0,0
Male,Less than 25,Hispanic,M,23,0,0,0,0,0
Female,Greater than 45,Caucasian,F,46,2,0,0,0,0
Male,Less than 25,African-American,F,23,0,0,0,0,1
Male,25 - 45,African-American,F,37,5,0,0,0,1
Male,25 - 45,African-American,M,44,1,0,0,1,0
Male,Greater than 45,African-American,F,50,18,0,0,0,1
Male,Greater than 45,African-American,M,45,0,0,0,0,0
Male,Less than 25,African-American,F,22,1,0,0,0,0
Male,25 - 45,Caucasian,F,26,1,0,0,0,1
Male,Greater than 45,Caucasian,F,62,0,0,0,0,0
Male,25 - 45,Caucasian,M,34,0,0,0,0,1
Male,Less than 25,Hispanic,F,24,1,0,0,0,0
Male,Less than 25,Caucasian,M,21,0,0,0,0,0
Male,25 - 45,Caucasian,F,25,0,0,0,0,1
Male,Greater than 45,Caucasian,M,68,0,0,0,0,0
Male,25 - 45,Caucasian,M,41,2,0,0,0,0
Male,Less than 25,Caucasian,F,21,1,0,0,0,0
Female,25 - 45,Hispanic,F,37,1,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,0
Male,25 - 45,Caucasian,F,38,11,0,0,0,1
Male,25 - 45,Caucasian,F,42,1,0,0,0,0
Male,Less than 25,Caucasian,F,22,1,0,1,1,1
Male,Greater than 45,African-American,F,45,0,0,0,0,1
Female,25 - 45,African-American,F,36,4,0,0,0,1
Male,Greater than 45,African-American,F,48,2,0,0,0,0
Female,Greater than 45,Caucasian,F,45,1,0,0,0,0
Male,Less than 25,African-American,F,23,6,0,0,1,1
Male,Less than 25,African-American,F,24,0,0,0,0,0
Male,25 - 45,African-American,F,29,0,0,0,0,0
Male,Less than 25,African-American,F,24,0,0,0,0,0
Male,Greater than 45,African-American,F,50,11,0,0,0,0
Male,25 - 45,African-American,F,34,10,0,1,0,1
Male,Less than 25,African-American,F,23,0,0,0,0,0
Female,Less than 25,Caucasian,M,22,0,0,0,0,0
Male,25 - 45,Other,F,36,0,0,0,0,0
Male,25 - 45,Caucasian,F,30,22,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,1
Female,Greater than 45,Caucasian,F,53,0,0,0,0,0
Male,Less than 25,Caucasian,F,24,1,0,0,0,0
Male,25 - 45,African-American,M,25,7,0,1,1,1
Female,25 - 45,African-American,M,25,1,0,0,0,0
Male,Greater than 45,African-American,F,71,8,0,0,0,0
Male,25 - 45,African-American,M,39,10,0,4,0,0
Female,25 - 45,African-American,F,37,0,0,0,0,0
Male,Less than 25,African-American,F,20,0,0,0,2,1
Female,25 - 45,African-American,F,29,3,0,0,0,0
Male,Less than 25,African-American,F,22,2,0,0,0,1
Male,25 - 45,African-American,F,26,4,0,0,0,1
Male,25 - 45,Hispanic,F,35,5,0,0,0,0
Female,Greater than 45,African-American,F,47,19,0,0,0,1
Male,Less than 25,Other,F,21,1,0,0,0,1
Female,Less than 25,Other,M,23,0,0,0,0,0
Female,Less than 25,Caucasian,F,20,1,0,0,0,1
Female,Less than 25,African-American,F,23,0,0,0,0,0
Male,25 - 45,Native American,M,27,3,0,0,0,0
Male,Greater than 45,Caucasian,F,55,18,0,0,0,1
Female,Greater than 45,African-American,F,53,0,0,0,0,0
Female,Less than 25,African-American,F,23,0,0,0,0,0
Male,25 - 45,African-American,F,26,5,0,0,1,1
Male,25 - 45,African-American,F,25,6,0,0,0,0
Male,Less than 25,Other,M,23,2,0,0,0,0
Male,25 - 45,African-American,F,27,4,0,0,0,1
Male,25 - 45,African-American,M,26,2,0,0,0,0
Male,25 - 45,African-American,M,29,1,0,0,0,0
Male,25 - 45,Other,F,27,1,0,0,0,1
Male,25 - 45,Hispanic,F,28,0,0,0,0,0
Male,25 - 45,African-American,M,31,0,0,0,0,0
Male,25 - 45,African-American,F,41,8,0,0,0,1
Male,25 - 45,Caucasian,M,25,0,0,0,0,0
Male,Greater than 45,Caucasian,M,47,0,0,0,0,0
Male,25 - 45,African-American,F,37,4,0,0,0,0
Female,25 - 45,African-American,F,35,4,0,0,0,0
Male,Less than 25,Caucasian,M,24,1,0,0,0,1
Male,Less than 25,Caucasian,F,21,2,0,2,1,1
Male,Less than 25,Caucasian,F,22,0,0,0,0,1
Male,Greater than 45,African-American,F,57,11,0,0,0,0
Male,Greater than 45,Caucasian,F,48,0,0,0,0,0
Male,25 - 45,Other,F,36,0,0,0,0,0
Female,25 - 45,African-American,F,37,3,0,0,0,0
Male,25 - 45,Caucasian,M,31,0,0,0,0,0
Male,Less than 25,African-American,F,22,1,0,1,0,1
Male,25 - 45,Caucasian,M,31,2,0,0,0,0
Male,Less than 25,African-American,F,24,0,0,0,0,1
Male,25 - 45,African-American,F,32,22,0,0,1,1
Female,Less than 25,Other,M,23,0,0,0,0,0
Male,Greater than 45,African-American,M,63,0,0,0,0,0
Male,25 - 45,Other,F,30,0,0,0,0,0
Male,25 - 45,Caucasian,F,26,2,0,0,0,1
Male,Greater than 45,Caucasian,M,48,2,0,0,0,0
Male,Less than 25,Caucasian,F,20,0,0,0,2,0
Female,Less than 25,African-American,M,24,1,0,0,0,1
Female,25 - 45,African-American,M,36,1,0,0,0,0
Male,Greater than 45,Hispanic,M,83,0,0,0,0,0
Male,25 - 45,Caucasian,F,28,2,0,0,0,0
Male,25 - 45,African-American,F,36,3,0,0,0,1
Female,25 - 45,African-American,M,33,0,0,0,0,0
Male,25 - 45,African-American,F,39,0,0,0,0,0
Male,25 - 45,Other,M,29,3,0,0,0,0
Male,25 - 45,African-American,F,30,17,0,0,0,1
Female,Less than 25,Caucasian,M,19,1,1,1,0,1
Male,Less than 25,African-American,F,24,1,0,0,0,1
Male,25 - 45,Hispanic,F,36,11,0,0,0,0
Female,25 - 45,Caucasian,F,29,1,0,0,0,0
Male,25 - 45,African-American,F,35,7,0,0,0,0
Male,Less than 25,African-American,F,24,0,0,0,1,0
Male,25 - 45,Caucasian,M,26,0,0,0,0,0
Male,25 - 45,Caucasian,F,26,8,0,0,0,0
Male,Greater than 45,African-American,M,52,7,0,0,0,0
Male,25 - 45,African-American,F,28,14,0,0,0,1
Male,25 - 45,African-American,M,32,0,0,0,0,0
Female,25 - 45,Caucasian,M,32,1,0,0,0,1
Male,25 - 45,African-American,M,33,5,0,0,0,1
Male,25 - 45,African-American,F,29,16,0,1,0,0
Male,25 - 45,Caucasian,M,34,1,0,0,0,1
Female,25 - 45,Other,M,37,0,0,0,0,1
Male,25 - 45,Caucasian,M,43,0,0,0,0,0
Male,Greater than 45,Caucasian,F,47,2,0,0,0,0
Male,25 - 45,African-American,M,25,3,0,0,0,1
Female,Less than 25,African-American,F,23,1,0,0,0,0
Male,25 - 45,Caucasian,M,39,2,0,0,0,0
Male,25 - 45,African-American,F,35,13,0,0,0,1
Male,25 - 45,Other,F,33,0,0,0,0,0
Male,Less than 25,Other,F,21,0,0,0,0,1
Male,25 - 45,African-American,F,43,20,1,0,0,0
Male,25 - 45,African-American,F,25,3,0,1,1,1
Male,Greater than 45,African-American,F,48,25,1,0,0,1
Male,Less than 25,African-American,M,22,1,0,0,1,1
Male,Greater than 45,African-American,M,52,9,1,0,0,1
Male,25 - 45,Caucasian,F,26,5,0,0,0,1
Male,Greater than 45,African-American,M,67,4,0,0,0,1
Male,25 - 45,African-American,M,34,4,0,0,0,0
Male,Greater than 45,Caucasian,M,56,4,0,0,0,0
Male,25 - 45,African-American,F,28,1,0,0,0,1
Male,25 - 45,African-American,M,29,2,0,0,0,0
Female,Less than 25,African-American,M,24,0,0,0,0,1
Male,25 - 45,African-American,F,37,6,0,0,0,1
Male,25 - 45,Other,F,43,3,0,0,0,0
Male,Greater than 45,Caucasian,F,51,0,0,0,0,0
Male,Less than 25,African-American,M,20,1,0,0,1,1
Male,25 - 45,Caucasian,M,26,4,0,0,0,1
Female,25 - 45,Caucasian,M,39,1,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,1,0
Male,Less than 25,African-American,F,21,1,0,1,1,1
Male,Less than 25,Caucasian,F,24,3,0,2,0,1
Male,25 - 45,African-American,M,26,4,0,1,0,1
Male,Greater than 45,Caucasian,F,48,1,0,0,0,0
Male,Less than 25,African-American,F,24,5,0,1,0,1
Male,25 - 45,Caucasian,F,26,0,0,0,0,0
Male,Greater than 45,Caucasian,F,46,0,0,0,0,0
Female,25 - 45,Hispanic,M,30,1,0,0,0,0
Male,Less than 25,African-American,M,24,7,0,1,1,0
Female,Less than 25,Caucasian,M,21,0,0,0,0,0
Male,Less than 25,African-American,F,24,1,0,0,0,1
Male,25 - 45,African-American,F,30,1,0,0,0,0
Male,25 - 45,African-American,M,36,9,0,0,0,0
Male,25 - 45,African-American,F,30,5,0,0,0,1
Female,Less than 25,Caucasian,F,22,1,0,0,0,0
Male,25 - 45,African-American,F,25,0,0,0,0,1
Male,25 - 45,African-American,M,31,25,0,3,0,1
Male,Less than 25,African-American,F,24,0,0,0,0,0
Male,25 - 45,African-American,F,39,13,0,0,0,1
Male,Greater than 45,Other,F,46,0,0,0,0,0
Male,Greater than 45,African-American,M,48,5,0,0,0,1
Female,25 - 45,African-American,F,30,4,0,0,0,0
Male,25 - 45,Caucasian,F,40,0,0,0,0,0
Female,Greater than 45,African-American,F,52,0,0,0,0,0
Male,Less than 25,African-American,F,23,3,1,0,1,0
Female,25 - 45,African-American,M,26,1,0,0,0,0
Male,Less than 25,Caucasian,F,22,1,0,1,0,1
Male,25 - 45,Caucasian,F,42,3,0,0,0,0
Male,Less than 25,African-American,F,23,6,0,3,1,1
Male,25 - 45,Other,F,33,4,0,0,0,1
Male,25 - 45,African-American,F,28,1,0,0,0,0
Female,25 - 45,Caucasian,M,37,4,0,0,0,0
Male,Greater than 45,Caucasian,F,50,1,0,0,0,0
Male,25 - 45,Native American,M,38,25,0,0,1,1
Male,25 - 45,African-American,F,32,1,0,0,0,0
Male,Less than 25,Hispanic,F,24,3,0,0,0,1
Male,Greater than 45,African-American,F,51,3,0,0,0,0
Male,Less than 25,Caucasian,M,19,1,0,0,0,1
Male,25 - 45,African-American,F,32,4,0,0,0,0
Female,25 - 45,Caucasian,F,31,1,0,0,0,1
Female,25 - 45,African-American,F,29,1,0,0,0,0
Male,25 - 45,Hispanic,M,43,0,0,0,0,0
Male,25 - 45,African-American,F,26,9,0,0,0,1
Male,25 - 45,Caucasian,F,27,0,0,0,0,1
Male,Greater than 45,Caucasian,F,52,1,0,0,0,1
Male,25 - 45,Hispanic,M,27,1,0,0,0,0
Female,Greater than 45,Hispanic,M,57,1,0,0,0,0
Male,25 - 45,African-American,M,28,3,0,0,0,1
Male,25 - 45,African-American,F,32,3,0,0,0,1
Male,25 - 45,African-American,M,27,5,0,0,0,1
Male,Greater than 45,Hispanic,M,45,0,0,0,0,1
Female,25 - 45,Caucasian,M,42,0,0,0,0,0
Male,25 - 45,African-American,F,33,0,0,0,0,1
Male,25 - 45,Caucasian,M,26,4,0,0,0,0
Female,25 - 45,Caucasian,M,28,3,0,0,1,0
Female,Greater than 45,Caucasian,M,53,0,0,0,0,0
Male,Less than 25,Caucasian,F,24,0,0,0,0,0
Male,25 - 45,Hispanic,F,28,1,0,0,0,0
Male,25 - 45,Hispanic,F,28,1,0,0,0,0
Male,25 - 45,African-American,M,39,6,0,0,1,1
Male,Less than 25,African-American,F,22,1,0,0,0,1
Male,Greater than 45,African-American,F,46,2,0,0,0,1
Male,25 - 45,African-American,M,25,0,0,0,0,0
Male,Greater than 45,Caucasian,F,52,1,0,0,0,0
Male,25 - 45,African-American,M,28,4,0,0,0,1
Female,Greater than 45,Caucasian,F,57,1,0,0,0,1
Male,Greater than 45,African-American,F,49,3,0,0,0,1
Male,Less than 25,African-American,F,21,2,0,0,0,1
Male,25 - 45,African-American,F,32,19,0,0,0,1
Male,Greater than 45,African-American,M,63,3,0,0,0,0
Male,25 - 45,Caucasian,F,29,2,0,0,0,0
Male,Greater than 45,African-American,M,46,0,0,0,0,0
Male,Less than 25,African-American,F,23,5,0,0,0,1
Male,25 - 45,African-American,M,28,10,0,0,0,1
Male,25 - 45,African-American,F,27,1,0,0,0,0
Female,Greater than 45,Hispanic,M,69,0,0,0,0,0
Male,Greater than 45,Hispanic,M,47,0,0,0,0,0
Male,Greater than 45,Hispanic,F,45,1,0,0,0,0
Female,25 - 45,Caucasian,M,33,1,0,0,0,0
Female,25 - 45,Hispanic,M,27,0,0,0,0,1
Male,Greater than 45,Caucasian,F,47,4,0,0,0,1
Male,25 - 45,African-American,F,32,14,0,0,0,1
Male,Less than 25,African-American,F,24,2,0,0,0,0
Male,25 - 45,African-American,F,26,5,0,0,0,1
Male,Greater than 45,Hispanic,M,47,0,0,0,0,0
Male,25 - 45,Caucasian,F,25,1,0,0,0,0
Male,Less than 25,African-American,F,21,1,0,0,0,0
Male,25 - 45,African-American,M,25,2,0,0,0,1
Male,Less than 25,African-American,F,22,6,1,1,0,1
Female,25 - 45,Caucasian,F,26,0,0,0,0,0
Male,Less than 25,Caucasian,F,20,0,0,0,0,0
Male,25 - 45,African-American,M,30,1,0,0,0,1
Male,Greater than 45,African-American,F,45,0,0,0,0,1
Male,25 - 45,African-American,F,33,7,0,0,0,1
Male,25 - 45,Caucasian,F,35,2,0,0,0,0
Male,25 - 45,Caucasian,F,41,5,0,0,0,0
Male,Less than 25,Caucasian,M,23,0,0,0,0,0
Female,Less than 25,Caucasian,M,21,0,0,1,0,1
Male,Greater than 45,African-American,F,54,0,0,0,0,0
Male,25 - 45,African-American,F,27,10,0,0,0,1
Male,Less than 25,Caucasian,M,22,0,0,0,0,0
Female,Less than 25,Hispanic,M,21,0,0,0,0,1
Male,Less than 25,African-American,F,23,2,0,0,0,1
Male,25 - 45,Hispanic,M,30,1,0,0,0,0
Male,25 - 45,African-American,M,36,5,0,0,0,1
Female,Less than 25,Hispanic,F,24,2,0,0,0,1
Male,25 - 45,African-American,F,29,10,0,0,1,1
Male,Greater than 45,African-American,M,54,4,0,0,0,1
Male,Less than 25,Caucasian,M,22,2,0,0,0,1
Male,25 - 45,Caucasian,F,38,2,0,0,0,0
Male,25 - 45,African-American,M,26,0,0,0,0,1
Female,Less than 25,African-American,F,20,0,0,0,0,0
Male,Greater than 45,Hispanic,M,56,0,0,0,0,0
Male,Greater than 45,African-American,M,52,6,0,0,0,1
Male,25 - 45,African-American,F,29,0,0,0,0,0
Female,Less than 25,African-American,M,23,6,0,0,0,0
Male,25 - 45,African-American,M,35,1,0,0,0,0
Male,25 - 45,Caucasian,F,32,8,0,0,0,1
Male,Less than 25,African-American,M,21,1,0,0,0,1
Male,25 - 45,Hispanic,F,25,0,0,0,0,0
Male,25 - 45,African-American,M,32,5,0,1,0,1
Male,25 - 45,African-American,M,30,4,0,0,0,1
Female,25 - 45,African-American,F,30,3,0,0,0,0
Male,Less than 25,African-American,F,23,2,0,0,0,1
Male,25 - 45,Caucasian,F,32,8,1,0,0,0
Male,Greater than 45,Caucasian,F,52,1,0,0,0,0
Male,25 - 45,African-American,F,29,6,0,0,0,1
Male,25 - 45,Caucasian,M,42,0,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,1,1
Female,25 - 45,Caucasian,F,36,4,0,0,0,1
Female,Less than 25,African-American,M,22,0,0,0,0,0
Male,Greater than 45,Hispanic,F,45,2,0,0,0,0
Male,25 - 45,African-American,M,29,0,0,0,0,0
Male,Greater than 45,African-American,M,54,2,0,0,0,0
Male,25 - 45,African-American,F,30,6,0,0,0,1
Male,Greater than 45,African-American,M,51,17,0,0,0,0
Male,Greater than 45,Hispanic,F,45,20,0,0,0,1
Male,25 - 45,African-American,F,27,3,0,0,0,1
Male,Less than 25,Hispanic,F,24,1,0,0,0,1
Male,Less than 25,Caucasian,F,24,2,0,0,0,0
Male,Less than 25,African-American,M,23,2,0,0,0,0
Female,25 - 45,Other,M,42,2,0,0,0,0
Male,25 - 45,African-American,F,36,5,0,0,0,0
